lsoa_cd,lsoa_nm,lsoa_kmsq,canopy_kmsq,canopy_per,la_cd,la_nm
E01000602,Brent 021C,134066,15568.915,11.613,E09000005,Brent
E01000603,Brent 021D,122744,18920.905,15.415,E09000005,Brent
E01000604,Brent 021E,168967,21474.615,12.709,E09000005,Brent
E01000605,Brent 021F,171537,31121.703,18.143,E09000005,Brent
E01000606,Brent 016B,235652,62062.931,26.337,E09000005,Brent
E01000607,Brent 013C,196190,29127.956,14.847,E09000005,Brent
E01000608,Brent 013D,567697,93170.176,16.412,E09000005,Brent
E01000609,Brent 016C,248155,50575.679,20.381,E09000005,Brent
E01000610,Brent 019A,285799,69624.714,24.361,E09000005,Brent
E01000611,Brent 016D,123030,13917.124,11.312,E09000005,Brent
E01000612,Brent 019B,255899,37038.36,14.474,E09000005,Brent
E01000613,Brent 013E,217596,27014.55,12.415,E09000005,Brent
E01000615,Brent 017B,664585,84192.919,12.668,E09000005,Brent
E01000616,Brent 020A,170628,32492.421,19.043,E09000005,Brent
E01000617,Brent 017C,271240,33328.941,12.288,E09000005,Brent
E01000618,Brent 017D,182478,20992.822,11.504,E09000005,Brent
E01000619,Brent 017E,213210,32904.034,15.433,E09000005,Brent
E01000620,Brent 020B,438986,31889.704,7.264,E09000005,Brent
E01000621,Brent 020C,213576,36542.54,17.11,E09000005,Brent
E01000622,Brent 010D,626083,180330.395,28.803,E09000005,Brent
E01000623,Brent 005C,191288,34321.884,17.943,E09000005,Brent
E01000624,Brent 005D,263650,84916.266,32.208,E09000005,Brent
E01000625,Brent 009E,267684,93421.338,34.9,E09000005,Brent
E01000626,Brent 010E,207390,34303.528,16.541,E09000005,Brent
E01000627,Brent 014E,220785,29089.335,13.175,E09000005,Brent
E01000628,Brent 014F,352355,38594.454,10.953,E09000005,Brent
E01000629,Brent 005E,183169,29045.191,15.857,E09000005,Brent
E01000630,Brent 026E,286124,36199.146,12.652,E09000005,Brent
E01000631,Brent 019C,252884,28145.16,11.13,E09000005,Brent
E01000632,Brent 029E,284718,32584.787,11.445,E09000005,Brent
E01000633,Brent 019D,164666,16304.024,9.901,E09000005,Brent
E01000634,Brent 019E,168582,25479.097,15.114,E09000005,Brent
E01000635,Brent 020D,232499,44711.294,19.231,E09000005,Brent
E01000636,Brent 020E,213101,17065.25,8.008,E09000005,Brent
E01000637,Brent 022B,71804,7825.568,10.899,E09000005,Brent
E01000638,Brent 024A,293782,37035.676,12.607,E09000005,Brent
E01000639,Brent 022C,96611.3,14716.049,15.232,E09000005,Brent
E01000640,Brent 024B,123300,9095.51,7.377,E09000005,Brent
E01000641,Brent 024C,107872,15345.63,14.226,E09000005,Brent
E01000642,Brent 022D,159228,33520.457,21.052,E09000005,Brent
E01000643,Brent 024D,571370,100924.132,17.664,E09000005,Brent
E01000644,Brent 022E,123223,18092.856,14.683,E09000005,Brent
E01000645,Bromley 007A,780390,285248.562,36.552,E09000006,Bromley
E01000646,Bromley 016A,352229,77451.665,21.989,E09000006,Bromley
E01000647,Bromley 016B,251954,28429.251,11.284,E09000006,Bromley
E01000648,Bromley 016C,379060,74508.233,19.656,E09000006,Bromley
E01000649,Bromley 007B,853985,248027.626,29.044,E09000006,Bromley
E01000650,Bromley 022A,885919,267831.476,30.232,E09000006,Bromley
E01000651,Bromley 020A,290550,49434.734,17.014,E09000006,Bromley
E01000652,Bromley 022B,577447,105878.134,18.336,E09000006,Bromley
E01000653,Bromley 016D,497243,159074.501,31.991,E09000006,Bromley
E01000654,Bromley 039A,1059870,121131.881,11.429,E09000006,Bromley
E01000655,Bromley 039B,380558,86656.541,22.771,E09000006,Bromley
E01000656,Bromley 039C,3404710,525223.097,15.426,E09000006,Bromley
E01000657,Bromley 039D,307556,44776.126,14.559,E09000006,Bromley
E01000658,Bromley 042A,2166100,293267.126,13.539,E09000006,Bromley
E01000659,Bromley 039E,509203,124378.265,24.426,E09000006,Bromley
E01000661,Bromley 026A,937930,139108.376,14.831,E09000006,Bromley
E01000662,Bromley 026B,523693,52440.916,10.014,E09000006,Bromley
E01000663,Bromley 026C,319193,66666.946,20.886,E09000006,Bromley
E01000664,Bromley 026D,792121,164644.624,20.785,E09000006,Bromley
E01000665,Bromley 033A,833704,123023.087,14.756,E09000006,Bromley
E01000666,Bromley 033B,2982320,1301526.052,43.641,E09000006,Bromley
E01000667,Bromley 033C,1057020,434433.971,41.1,E09000006,Bromley
E01000668,Bromley 020B,701596,57904.427,8.253,E09000006,Bromley
E01000669,Bromley 020C,173230,15327.698,8.848,E09000006,Bromley
E01000670,Bromley 018A,483944,63993.483,13.223,E09000006,Bromley
E01000671,Bromley 020D,342929,35633.252,10.391,E09000006,Bromley
E01000672,Bromley 011A,326939,99339.137,30.385,E09000006,Bromley
E01000673,Bromley 011B,477475,128994.975,27.016,E09000006,Bromley
E01000674,Bromley 008A,201436,36553.453,18.146,E09000006,Bromley
E01000675,Bromley 018B,576628,86821.497,15.057,E09000006,Bromley
