lsoa_cd,lsoa_nm,lsoa_kmsq,canopy_kmsq,canopy_per,la_cd,la_nm
E01002232,Harrow 011A,220037,40855.995,18.568,E09000015,Harrow
E01002233,Harrow 011B,202098,30769.895,15.225,E09000015,Harrow
E01002234,Harrow 011C,164196,24415.136,14.87,E09000015,Harrow
E01002235,Harrow 011D,171922,29777.322,17.32,E09000015,Harrow
E01002236,Harrow 011E,219990,21665.906,9.849,E09000015,Harrow
E01002237,Harrow 024A,143897,28827.798,20.034,E09000015,Harrow
E01002238,Harrow 024B,343431,83563.605,24.332,E09000015,Harrow
E01002239,Harrow 025C,360414,108809.364,30.19,E09000015,Harrow
E01002240,Harrow 024C,168358,42624.274,25.318,E09000015,Harrow
E01002241,Harrow 025D,235343,59442.273,25.258,E09000015,Harrow
E01002242,Harrow 024D,269729,58513.972,21.694,E09000015,Harrow
E01002243,Havering 013A,236211,29856.275,12.64,E09000016,Havering
E01002244,Havering 011A,334581,68128.863,20.362,E09000016,Havering
E01002245,Havering 011B,255112,47531.575,18.632,E09000016,Havering
E01002246,Havering 017A,543009,74594.964,13.737,E09000016,Havering
E01002247,Havering 017B,326923,48256.298,14.761,E09000016,Havering
E01002248,Havering 017C,535690,80660.071,15.057,E09000016,Havering
E01002249,Havering 017D,572891,84341.678,14.722,E09000016,Havering
E01002250,Havering 017E,1071640,177447.021,16.558,E09000016,Havering
E01002251,Havering 017F,325356,67003.438,20.594,E09000016,Havering
E01002252,Havering 018A,1154760,421777.171,36.525,E09000016,Havering
E01002253,Havering 019A,1028280,217085.007,21.111,E09000016,Havering
E01002254,Havering 019B,562420,101127.134,17.981,E09000016,Havering
E01002255,Havering 022A,591831,161491.195,27.287,E09000016,Havering
E01002256,Havering 018B,279472,91968.052,32.908,E09000016,Havering
E01002257,Havering 019C,757567,275303.044,36.34,E09000016,Havering
E01002258,Havering 018C,300667,44294.67,14.732,E09000016,Havering
E01002259,Havering 018D,1881210,696906.796,37.046,E09000016,Havering
E01002260,Havering 026A,1115060,358736.607,32.172,E09000016,Havering
E01002261,Havering 026B,206941,36964.702,17.862,E09000016,Havering
E01002262,Havering 026C,223226,47523.595,21.289,E09000016,Havering
E01002263,Havering 026D,851416,491674.448,57.748,E09000016,Havering
E01002264,Havering 026E,202559,45788.089,22.605,E09000016,Havering
E01002265,Havering 025A,515114,237914.692,46.187,E09000016,Havering
E01002266,Havering 027A,344169,65713.437,19.093,E09000016,Havering
E01002267,Havering 027B,208806,39262.107,18.803,E09000016,Havering
E01002268,Havering 010A,846452,233108.439,27.539,E09000016,Havering
E01002269,Havering 010B,768763,193592.847,25.182,E09000016,Havering
E01002270,Havering 015A,678114,220294.67,32.486,E09000016,Havering
E01002271,Havering 015B,548584,147072.042,26.809,E09000016,Havering
E01002272,Havering 014A,225462,59380.756,26.337,E09000016,Havering
E01002273,Havering 015C,833935,202199.545,24.246,E09000016,Havering
E01002274,Havering 014B,306962,81245.363,26.468,E09000016,Havering
E01002275,Havering 015D,430634,120577.722,28,E09000016,Havering
E01002276,Havering 001A,4363140,1011923.982,23.193,E09000016,Havering
E01002277,Havering 002A,1468670,386296.251,26.302,E09000016,Havering
E01002278,Havering 001B,227596,41841.98,18.384,E09000016,Havering
E01002279,Havering 002B,359640,125335.455,34.85,E09000016,Havering
E01002280,Havering 004A,157256,19948.923,12.686,E09000016,Havering
E01002281,Havering 002C,407899,122162.261,29.949,E09000016,Havering
E01002282,Havering 004B,277016,37075.25,13.384,E09000016,Havering
E01002283,Havering 002D,226803,35222.884,15.53,E09000016,Havering
E01002284,Havering 004C,273254,32417.178,11.863,E09000016,Havering
E01002285,Havering 025B,457555,177940.279,38.889,E09000016,Havering
E01002286,Havering 025C,236873,49066.662,20.714,E09000016,Havering
E01002287,Havering 023A,225227,54058.775,24.002,E09000016,Havering
E01002288,Havering 025D,340229,169324.227,49.768,E09000016,Havering
E01002289,Havering 022B,271477,65162.971,24.003,E09000016,Havering
E01002290,Havering 025E,278965,56871.249,20.387,E09000016,Havering
E01002291,Havering 023B,302850,81521.694,26.918,E09000016,Havering
E01002292,Havering 022C,347549,129173.837,37.167,E09000016,Havering
E01002293,Havering 007A,687689,91434.663,13.296,E09000016,Havering
E01002294,Havering 007B,1232790,459392.173,37.264,E09000016,Havering
E01002295,Havering 010C,278129,53484.392,19.23,E09000016,Havering
E01002296,Havering 007C,4056840,1443571.567,35.584,E09000016,Havering
E01002297,Havering 004D,217139,26630.966,12.264,E09000016,Havering
E01002298,Havering 007D,454054,117457.072,25.869,E09000016,Havering
E01002299,Havering 002E,337625,67536.931,20.004,E09000016,Havering
E01002300,Havering 007E,331238,61910.723,18.691,E09000016,Havering
E01002301,Havering 003A,274221,58499.788,21.333,E09000016,Havering
E01002302,Havering 005A,286231,47797.204,16.699,E09000016,Havering
E01002303,Havering 003B,286291,41612.668,14.535,E09000016,Havering
E01002304,Havering 003C,5301580,1641197.062,30.957,E09000016,Havering
E01002305,Havering 005B,2769300,625688.483,22.594,E09000016,Havering
E01002306,Havering 003D,178949,43183.928,24.132,E09000016,Havering
E01002307,Havering 003E,238388,52069.093,21.842,E09000016,Havering
E01002308,Havering 005C,453163,79937.218,17.64,E09000016,Havering
E01002309,Havering 006A,278483,38442.309,13.804,E09000016,Havering
E01002310,Havering 006B,281359,25322.754,9,E09000016,Havering
E01002311,Havering 006C,935587,219451.96,23.456,E09000016,Havering
E01002312,Havering 001C,873417,167749.937,19.206,E09000016,Havering
E01002313,Havering 001D,393214,65655.135,16.697,E09000016,Havering
E01002314,Havering 004E,188231,22804.499,12.115,E09000016,Havering
E01002315,Havering 006D,218608,19576.725,8.955,E09000016,Havering
E01002316,Havering 004F,245738,14978.865,6.095,E09000016,Havering
E01002317,Havering 014C,374907,103491.731,27.605,E09000016,Havering
E01002318,Havering 014D,298584,107436.492,35.982,E09000016,Havering
E01002319,Havering 016A,377644,82986.204,21.975,E09000016,Havering
E01002320,Havering 021A,203573,46798.266,22.988,E09000016,Havering
E01002321,Havering 021B,454318,115204.055,25.358,E09000016,Havering
E01002322,Havering 021C,426957,120194.59,28.151,E09000016,Havering
E01002323,Havering 021D,294419,74492.024,25.301,E09000016,Havering
E01002324,Havering 021E,471526,132719.647,28.147,E09000016,Havering
E01002325,Havering 011C,757777,135594.545,17.894,E09000016,Havering
E01002326,Havering 005D,276024,38913.956,14.098,E09000016,Havering
E01002327,Havering 009A,281089,62473.064,22.225,E09000016,Havering
E01002328,Havering 009B,286156,50515.639,17.653,E09000016,Havering
E01002329,Havering 011D,375457,55231.557,14.71,E09000016,Havering
E01002330,Havering 011E,484193,71334.596,14.733,E09000016,Havering
E01002331,Havering 005E,309155,51674.826,16.715,E09000016,Havering
E01002332,Havering 009C,279056,49753.386,17.829,E09000016,Havering
E01002333,Havering 008A,274542,50974.468,18.567,E09000016,Havering
E01002334,Havering 008B,968557,263691.028,27.225,E09000016,Havering
E01002335,Havering 009D,208091,47291.919,22.727,E09000016,Havering
E01002336,Havering 008C,255596,47234.819,18.48,E09000016,Havering
E01002337,Havering 012A,1123260,378285.85,33.677,E09000016,Havering
E01002338,Havering 009E,243538,52662.032,21.624,E09000016,Havering
E01002339,Havering 008D,398823,131826.234,33.054,E09000016,Havering
E01002340,Havering 009F,237704,66981.872,28.179,E09000016,Havering
E01002341,Havering 008E,243142,71191.296,29.28,E09000016,Havering
E01002342,Havering 030A,183049,31172.41,17.03,E09000016,Havering
E01002343,Havering 029A,481332,114551.133,23.799,E09000016,Havering
E01002344,Havering 029B,1.18E+07,1895974.965,16.076,E09000016,Havering
E01002345,Havering 030B,442252,90788.905,20.529,E09000016,Havering
E01002346,Havering 030C,207702,35000.905,16.852,E09000016,Havering
E01002347,Havering 030D,455923,85098.754,18.665,E09000016,Havering
E01002348,Havering 029C,2757130,901107.752,32.683,E09000016,Havering
E01002349,Havering 029D,578998,304856.673,52.652,E09000016,Havering
E01002350,Havering 016B,285745,41669.432,14.583,E09000016,Havering
E01002351,Havering 016C,195546,36005.699,18.413,E09000016,Havering
E01002352,Havering 016D,289302,67715.443,23.406,E09000016,Havering
E01002353,Havering 013B,459808,109218.886,23.753,E09000016,Havering
E01002354,Havering 012B,310034,89018.706,28.713,E09000016,Havering
E01002355,Havering 014E,228756,60607.443,26.494,E09000016,Havering
E01002356,Havering 013C,364830,28324.853,7.764,E09000016,Havering
E01002358,Havering 016E,226868,36762.072,16.204,E09000016,Havering
E01002359,Havering 020A,227623,64588.087,28.375,E09000016,Havering
E01002360,Havering 020B,385139,122451.545,31.794,E09000016,Havering
E01002361,Havering 020C,363191,62951.003,17.333,E09000016,Havering
E01002362,Havering 022D,338152,98084.812,29.006,E09000016,Havering
E01002363,Havering 020D,248049,59957.571,24.172,E09000016,Havering
E01002364,Havering 023C,235811,68948.568,29.239,E09000016,Havering
E01002365,Havering 023D,227824,59694.818,26.202,E09000016,Havering
E01002366,Havering 023E,282514,59789.864,21.164,E09000016,Havering
E01002367,Havering 020E,378651,112572.313,29.73,E09000016,Havering
E01002368,Havering 028A,1306110,200308.653,15.336,E09000016,Havering
E01002369,Havering 028B,483373,116795.613,24.163,E09000016,Havering
E01002370,Havering 028C,3014620,618135.855,20.505,E09000016,Havering
E01002371,Havering 028D,282111,61210.01,21.697,E09000016,Havering
E01002372,Havering 027C,219615,46863.22,21.339,E09000016,Havering
E01002373,Havering 027D,311716,66504.005,21.335,E09000016,Havering
E01002374,Havering 027E,967164,490433.482,50.708,E09000016,Havering
E01002375,Havering 028E,262242,48488.739,18.49,E09000016,Havering
E01002376,Havering 012C,339822,89456.651,26.325,E09000016,Havering
E01002377,Havering 010D,430197,81324.769,18.904,E09000016,Havering
E01002378,Havering 010E,239613,50385.641,21.028,E09000016,Havering
E01002379,Havering 012D,357666,101151.787,28.281,E09000016,Havering
E01002380,Havering 012E,300749,63981.721,21.274,E09000016,Havering
E01002381,Havering 012F,371151,121176.601,32.649,E09000016,Havering
E01002382,Havering 014F,314417,69518.286,22.11,E09000016,Havering
E01002383,Havering 010F,292384,48533.203,16.599,E09000016,Havering
E01002384,Havering 019D,477778,123462.419,25.841,E09000016,Havering
E01002385,Havering 024A,9932270,2821470.328,28.407,E09000016,Havering
E01002386,Havering 022E,546184,135875.878,24.877,E09000016,Havering
E01002387,Havering 024B,1368410,332289.307,24.283,E09000016,Havering
E01002388,Havering 024C,366595,136651.796,37.276,E09000016,Havering
E01002389,Havering 024D,873306,300188.535,34.374,E09000016,Havering
E01002390,Havering 024E,339998,111750.879,32.868,E09000016,Havering
E01002391,Havering 018E,8629680,1744241.721,20.212,E09000016,Havering
E01002392,Hillingdon 020A,468242,63161.137,13.489,E09000017,Hillingdon
E01002393,Hillingdon 020B,326170,48015.599,14.721,E09000017,Hillingdon
E01002394,Hillingdon 021A,293626,61360.874,20.898,E09000017,Hillingdon
E01002395,Hillingdon 021B,173038,33322.353,19.257,E09000017,Hillingdon
E01002396,Hillingdon 026A,340466,90634.624,26.621,E09000017,Hillingdon
E01002397,Hillingdon 021C,177262,16396.61,9.25,E09000017,Hillingdon
E01002398,Hillingdon 021D,163659,17689.432,10.809,E09000017,Hillingdon
E01002399,Hillingdon 021E,176726,19567.66,11.072,E09000017,Hillingdon
E01002400,Hillingdon 024A,603267,94590.915,15.68,E09000017,Hillingdon
E01002401,Hillingdon 024B,331704,41620.99,12.548,E09000017,Hillingdon
E01002402,Hillingdon 024C,200060,23229.949,11.611,E09000017,Hillingdon
E01002403,Hillingdon 024D,204234,16563.31,8.11,E09000017,Hillingdon
E01002404,Hillingdon 024E,207976,26645.795,12.812,E09000017,Hillingdon
E01002405,Hillingdon 027A,1002550,171450.49,17.101,E09000017,Hillingdon
E01002406,Hillingdon 027B,1335970,110858.74,8.298,E09000017,Hillingdon
E01002407,Hillingdon 030A,486476,37080.31,7.622,E09000017,Hillingdon
E01002408,Hillingdon 019A,201152,38098.354,18.94,E09000017,Hillingdon
E01002409,Hillingdon 019B,242273,41011.444,16.928,E09000017,Hillingdon
E01002410,Hillingdon 017A,406810,65019.165,15.983,E09000017,Hillingdon
E01002411,Hillingdon 022A,485725,157309.52,32.387,E09000017,Hillingdon
E01002412,Hillingdon 017B,712577,102135.747,14.333,E09000017,Hillingdon
E01002413,Hillingdon 022B,310304,40700.472,13.116,E09000017,Hillingdon
E01002414,Hillingdon 015A,918525,205721.024,22.397,E09000017,Hillingdon
E01002415,Hillingdon 010A,268758,43874.679,16.325,E09000017,Hillingdon
E01002416,Hillingdon 008A,206591,33656.036,16.291,E09000017,Hillingdon
E01002417,Hillingdon 008B,323867,72641.443,22.429,E09000017,Hillingdon
E01002418,Hillingdon 006A,276373,87098.66,31.515,E09000017,Hillingdon
E01002419,Hillingdon 006B,295677,56836.456,19.222,E09000017,Hillingdon
E01002420,Hillingdon 008C,294053,61028.25,20.754,E09000017,Hillingdon
E01002421,Hillingdon 008D,347444,87073.751,25.061,E09000017,Hillingdon
E01002422,Hillingdon 018A,193553,24708.646,12.766,E09000017,Hillingdon
E01002423,Hillingdon 018B,677366,152257.514,22.478,E09000017,Hillingdon
E01002424,Hillingdon 018C,369525,91493.666,24.76,E09000017,Hillingdon
E01002425,Hillingdon 018D,360543,65563.788,18.185,E09000017,Hillingdon
E01002426,Hillingdon 021F,214969,26024.488,12.106,E09000017,Hillingdon
E01002427,Hillingdon 018E,203403,31755.901,15.612,E09000017,Hillingdon
E01002428,Hillingdon 018F,584033,226281.521,38.745,E09000017,Hillingdon
E01002429,Hillingdon 019C,369943,42549.204,11.502,E09000017,Hillingdon
E01002430,Hillingdon 007A,913135,473701.943,51.876,E09000017,Hillingdon
E01002431,Hillingdon 006C,280503,75569.389,26.941,E09000017,Hillingdon
E01002432,Hillingdon 006D,323790,88767.836,27.415,E09000017,Hillingdon
E01002433,Hillingdon 004A,460551,142795.106,31.005,E09000017,Hillingdon
E01002434,Hillingdon 007B,833869,535728.743,64.246,E09000017,Hillingdon
E01002435,Hillingdon 007C,357632,92099.114,25.752,E09000017,Hillingdon
E01002436,Hillingdon 004B,456518,150920.896,33.059,E09000017,Hillingdon
E01002437,Hillingdon 006E,432244,146929.333,33.992,E09000017,Hillingdon
E01002438,Hillingdon 003A,3699170,1202853.05,32.517,E09000017,Hillingdon
E01002439,Hillingdon 003B,702950,149540.035,21.273,E09000017,Hillingdon
E01002440,Hillingdon 003C,1766040,382682.722,21.669,E09000017,Hillingdon
E01002441,Hillingdon 003D,7078940,1922403.225,27.157,E09000017,Hillingdon
E01002442,Hillingdon 003E,1977270,514535.283,26.023,E09000017,Hillingdon
E01002443,Hillingdon 032A,2602140,456166.326,17.53,E09000017,Hillingdon
E01002444,Hillingdon 031A,1.58E+07,786939.006,4.982,E09000017,Hillingdon
E01002445,Hillingdon 029A,192522,30730.003,15.962,E09000017,Hillingdon
E01002446,Hillingdon 031B,1952810,262312.773,13.433,E09000017,Hillingdon
E01002447,Hillingdon 031C,1882720,107251.433,5.697,E09000017,Hillingdon
E01002448,Hillingdon 032B,716980,112413.673,15.679,E09000017,Hillingdon
E01002449,Hillingdon 032C,380599,22236.226,5.842,E09000017,Hillingdon
E01002450,Hillingdon 014A,214907,48353.968,22.5,E09000017,Hillingdon
E01002451,Hillingdon 014B,211007,26845.104,12.722,E09000017,Hillingdon
E01002452,Hillingdon 014C,341701,98278.618,28.762,E09000017,Hillingdon
E01002453,Hillingdon 014D,269899,62003.133,22.973,E09000017,Hillingdon
E01002454,Hillingdon 014E,1650280,502475.138,30.448,E09000017,Hillingdon
E01002455,Hillingdon 019D,366650,53588.397,14.616,E09000017,Hillingdon
E01002456,Hillingdon 017C,312534,34676.957,11.095,E09000017,Hillingdon
E01002457,Hillingdon 019E,227355,30039.401,13.213,E09000017,Hillingdon
E01002458,Hillingdon 011A,972891,255085.82,26.219,E09000017,Hillingdon
E01002459,Hillingdon 011B,510300,175770.063,34.444,E09000017,Hillingdon
E01002460,Hillingdon 011C,381893,122675.923,32.123,E09000017,Hillingdon
E01002461,Hillingdon 013A,2525040,1005427.575,39.818,E09000017,Hillingdon
E01002462,Hillingdon 011D,417449,142912.592,34.235,E09000017,Hillingdon
E01002463,Hillingdon 013B,617375,259318.582,42.003,E09000017,Hillingdon
E01002464,Hillingdon 011E,781661,245484.012,31.405,E09000017,Hillingdon
E01002465,Hillingdon 009A,297031,43949.45,14.796,E09000017,Hillingdon
E01002466,Hillingdon 010B,229988,51899.707,22.566,E09000017,Hillingdon
E01002467,Hillingdon 009B,368945,69549.857,18.851,E09000017,Hillingdon
E01002468,Hillingdon 010C,197106,35570.218,18.046,E09000017,Hillingdon
E01002469,Hillingdon 010D,231843,33602.564,14.494,E09000017,Hillingdon
E01002470,Hillingdon 007D,384266,76206.951,19.832,E09000017,Hillingdon
E01002471,Hillingdon 008E,264597,61104.886,23.094,E09000017,Hillingdon
E01002472,Hillingdon 002A,538391,135734.988,25.211,E09000017,Hillingdon
E01002473,Hillingdon 001A,3885740,1626085.017,41.847,E09000017,Hillingdon
E01002474,Hillingdon 002B,922373,289789.709,31.418,E09000017,Hillingdon
E01002475,Hillingdon 001B,756350,219258.73,28.989,E09000017,Hillingdon
E01002476,Hillingdon 001C,621636,208056.757,33.469,E09000017,Hillingdon
E01002477,Hillingdon 001D,316229,84207.101,26.629,E09000017,Hillingdon
E01002478,Hillingdon 002C,365573,80130.608,21.919,E09000017,Hillingdon
E01002479,Hillingdon 004C,782860,332403.673,42.46,E09000017,Hillingdon
E01002480,Hillingdon 004D,634774,197174.238,31.062,E09000017,Hillingdon
E01002481,Hillingdon 004E,367350,89257.733,24.298,E09000017,Hillingdon
E01002482,Hillingdon 001E,640950,212472.92,33.15,E09000017,Hillingdon
E01002483,Hillingdon 002D,363603,66757.252,18.36,E09000017,Hillingdon
E01002484,Hillingdon 002E,235166,79030.647,33.606,E09000017,Hillingdon
E01002485,Hillingdon 002F,302939,53244.13,17.576,E09000017,Hillingdon
E01002486,Hillingdon 028A,1022580,121989.453,11.93,E09000017,Hillingdon
E01002487,Hillingdon 028B,194413,14536.422,7.477,E09000017,Hillingdon
E01002488,Hillingdon 030B,302116,30896.256,10.227,E09000017,Hillingdon
E01002489,Hillingdon 030C,269346,20833.124,7.735,E09000017,Hillingdon
E01002490,Hillingdon 030D,335372,45968.213,13.707,E09000017,Hillingdon
E01002491,Hillingdon 032D,190914,23353.427,12.232,E09000017,Hillingdon
E01002492,Hillingdon 030E,252690,97084.599,38.42,E09000017,Hillingdon
E01002493,Hillingdon 032E,176937,17842.953,10.084,E09000017,Hillingdon
E01002494,Hillingdon 009C,2656590,547764.509,20.619,E09000017,Hillingdon
E01002495,Hillingdon 010E,452549,74256.102,16.408,E09000017,Hillingdon
E01002496,Hillingdon 033A,587200,84876.479,14.454,E09000017,Hillingdon
E01002497,Hillingdon 033B,672365,92947.282,13.824,E09000017,Hillingdon
E01002498,Hillingdon 033C,396045,57097.691,14.417,E09000017,Hillingdon
E01002499,Hillingdon 033D,2284530,224136.06,9.811,E09000017,Hillingdon
E01002501,Hillingdon 026B,224251,40841.498,18.212,E09000017,Hillingdon
E01002502,Hillingdon 026C,190673,26225.533,13.754,E09000017,Hillingdon
E01002503,Hillingdon 027C,191939,23663.151,12.328,E09000017,Hillingdon
E01002504,Hillingdon 027D,447933,120431.552,26.886,E09000017,Hillingdon
E01002505,Hillingdon 026D,708509,94420.331,13.327,E09000017,Hillingdon
E01002506,Hillingdon 027E,284826,12733.101,4.47,E09000017,Hillingdon
E01002507,Hillingdon 027F,1097390,195661.241,17.83,E09000017,Hillingdon
E01002508,Hillingdon 026E,352630,49179.774,13.947,E09000017,Hillingdon
E01002509,Hillingdon 017D,454632,99820.375,21.956,E09000017,Hillingdon
E01002511,Hillingdon 017E,244128,51275.997,21.004,E09000017,Hillingdon
E01002512,Hillingdon 013C,1188440,327789.076,27.581,E09000017,Hillingdon
E01002513,Hillingdon 013D,567049,179941.883,31.733,E09000017,Hillingdon
E01002514,Hillingdon 015C,285083,54359.466,19.068,E09000017,Hillingdon
E01002515,Hillingdon 015D,623798,131505.323,21.081,E09000017,Hillingdon
E01002516,Hillingdon 013E,587365,138959.26,23.658,E09000017,Hillingdon
E01002518,Hillingdon 022C,230384,56127.709,24.363,E09000017,Hillingdon
E01002519,Hillingdon 022D,636265,248384.252,39.038,E09000017,Hillingdon
E01002520,Hillingdon 016B,506022,49876.11,9.857,E09000017,Hillingdon
E01002521,Hillingdon 016C,541836,73431.93,13.552,E09000017,Hillingdon
E01002523,Hillingdon 016D,168307,27368.567,16.261,E09000017,Hillingdon
E01002525,Hillingdon 029B,509562,133006.774,26.102,E09000017,Hillingdon
E01002526,Hillingdon 028C,297939,32546.209,10.924,E09000017,Hillingdon
E01002527,Hillingdon 031D,876039,308526.565,35.218,E09000017,Hillingdon
E01002528,Hillingdon 028D,349817,50811.705,14.525,E09000017,Hillingdon
E01002529,Hillingdon 029C,256954,37505.26,14.596,E09000017,Hillingdon
E01002530,Hillingdon 029D,268040,52222.974,19.483,E09000017,Hillingdon
E01002531,Hillingdon 029E,342224,72791.433,21.27,E09000017,Hillingdon
E01002532,Hillingdon 028E,589251,47263.345,8.021,E09000017,Hillingdon
E01002533,Hillingdon 005A,1335850,682747.939,51.11,E09000017,Hillingdon
E01002534,Hillingdon 005B,409212,106164.474,25.944,E09000017,Hillingdon
E01002535,Hillingdon 007E,408833,99242.021,24.274,E09000017,Hillingdon
E01002536,Hillingdon 009D,391350,107140.772,27.377,E09000017,Hillingdon
E01002537,Hillingdon 009E,451793,113928.315,25.217,E09000017,Hillingdon
E01002538,Hillingdon 005C,1020440,419057.89,41.066,E09000017,Hillingdon
E01002539,Hillingdon 005D,372222,92366.025,24.815,E09000017,Hillingdon
E01002540,Hillingdon 020C,226473,53976.477,23.834,E09000017,Hillingdon
E01002541,Hillingdon 023A,381603,73424.308,19.241,E09000017,Hillingdon
E01002542,Hillingdon 020D,177185,24889.192,14.047,E09000017,Hillingdon
E01002543,Hillingdon 020E,273526,84381.25,30.849,E09000017,Hillingdon
E01002544,Hillingdon 023B,619002,221747.319,35.823,E09000017,Hillingdon
E01002545,Hillingdon 023C,283416,42912.045,15.141,E09000017,Hillingdon
E01002546,Hillingdon 023D,191259,33253.656,17.387,E09000017,Hillingdon
E01002547,Hillingdon 023E,179671,30619.405,17.042,E09000017,Hillingdon
E01002548,Hillingdon 025A,1151780,255707.148,22.201,E09000017,Hillingdon
E01002549,Hillingdon 025B,603925,146880.019,24.321,E09000017,Hillingdon
E01002550,Hillingdon 022E,244761,31753.991,12.973,E09000017,Hillingdon
E01002551,Hillingdon 025C,317732,37802.116,11.897,E09000017,Hillingdon
E01002552,Hillingdon 025D,260369,32515.751,12.488,E09000017,Hillingdon
E01002553,Hillingdon 025E,189346,16211.136,8.562,E09000017,Hillingdon
E01002554,Hillingdon 022F,1245020,376683.702,30.255,E09000017,Hillingdon
E01002555,Hounslow 022A,717692,66338.729,9.243,E09000018,Hounslow
E01002556,Hounslow 022B,200504,33148.697,16.533,E09000018,Hounslow
E01002557,Hounslow 023A,337832,53808.433,15.928,E09000018,Hounslow
E01002558,Hounslow 023B,235064,31850.631,13.55,E09000018,Hounslow
E01002559,Hounslow 023C,2377850,467493.881,19.66,E09000018,Hounslow
E01002560,Hounslow 023D,333359,46590.22,13.976,E09000018,Hounslow
E01002561,Hounslow 023E,244245,50122.449,20.521,E09000018,Hounslow
E01002562,Hounslow 003A,953235,179372.417,18.817,E09000018,Hounslow
E01002563,Hounslow 006A,503956,106503.939,21.134,E09000018,Hounslow
E01002564,Hounslow 003B,239934,42751.6,17.818,E09000018,Hounslow
E01002565,Hounslow 006B,451373,66483.781,14.729,E09000018,Hounslow
E01002566,Hounslow 003C,611671,83736.81,13.69,E09000018,Hounslow
E01002567,Hounslow 006C,218807,20056.886,9.166,E09000018,Hounslow
E01002568,Hounslow 003D,208056,27548.982,13.241,E09000018,Hounslow
E01002569,Hounslow 001A,206192,23075.69,11.191,E09000018,Hounslow
E01002570,Hounslow 001B,144944,30367.998,20.952,E09000018,Hounslow
E01002571,Hounslow 007A,302409,41310.74,13.661,E09000018,Hounslow
E01002572,Hounslow 007B,1029060,98031.534,9.526,E09000018,Hounslow
E01002573,Hounslow 001C,183494,48454.674,26.407,E09000018,Hounslow
E01002574,Hounslow 001D,162635,32298.669,19.86,E09000018,Hounslow
E01002575,Hounslow 001E,226942,53869.672,23.737,E09000018,Hounslow
E01002576,Hounslow 008A,186274,32927.553,17.677,E09000018,Hounslow
E01002577,Hounslow 007C,355401,110728.989,31.156,E09000018,Hounslow
E01002578,Hounslow 007D,505091,117804.344,23.323,E09000018,Hounslow
E01002579,Hounslow 008B,490019,56666.133,11.564,E09000018,Hounslow
E01002580,Hounslow 008C,118159,18884.007,15.982,E09000018,Hounslow
E01002581,Hounslow 008D,242023,44836.655,18.526,E09000018,Hounslow
E01002582,Hounslow 008E,183534,37788.359,20.589,E09000018,Hounslow
E01002583,Hounslow 013A,403892,78253.961,19.375,E09000018,Hounslow
E01002584,Hounslow 013B,328156,42732.677,13.022,E09000018,Hounslow
E01002585,Hounslow 013C,209292,17801.993,8.506,E09000018,Hounslow
E01002586,Hounslow 013D,426878,43892.862,10.282,E09000018,Hounslow
E01002587,Hounslow 016A,225015,10579.586,4.702,E09000018,Hounslow
E01002588,Hounslow 016B,142010,17770.066,12.513,E09000018,Hounslow
E01002589,Hounslow 013E,987391,77397.466,7.839,E09000018,Hounslow
E01002590,Hounslow 022C,352394,46666.356,13.243,E09000018,Hounslow
E01002591,Hounslow 024A,325538,98437.937,30.239,E09000018,Hounslow
E01002592,Hounslow 022D,1723230,297499.452,17.264,E09000018,Hounslow
E01002593,Hounslow 024B,444891,62372.431,14.02,E09000018,Hounslow
E01002594,Hounslow 024C,267502,70513.4,26.36,E09000018,Hounslow
E01002595,Hounslow 022E,270737,44801.723,16.548,E09000018,Hounslow
E01002596,Hounslow 027A,461466,62683.583,13.584,E09000018,Hounslow
E01002598,Hounslow 025B,224658,22293.392,9.923,E09000018,Hounslow
E01002599,Hounslow 025C,182532,20689.921,11.335,E09000018,Hounslow
E01002600,Hounslow 025D,158910,15698.086,9.879,E09000018,Hounslow
E01002601,Hounslow 027B,1565990,557405.497,35.594,E09000018,Hounslow
E01002602,Hounslow 027C,209584,54545.863,26.026,E09000018,Hounslow
E01002603,Hounslow 025E,222632,24489.008,11,E09000018,Hounslow
E01002604,Hounslow 026A,300329,111033.726,36.971,E09000018,Hounslow
E01002605,Hounslow 026B,328194,42790.694,13.038,E09000018,Hounslow
E01002606,Hounslow 026C,206475,32963.27,15.965,E09000018,Hounslow
E01002607,Hounslow 026D,343846,79180.134,23.028,E09000018,Hounslow
E01002608,Hounslow 028A,345948,49278.185,14.244,E09000018,Hounslow
E01002609,Hounslow 028B,212450,42777.794,20.135,E09000018,Hounslow
E01002610,Hounslow 028C,1513940,429591.924,28.376,E09000018,Hounslow
E01002611,Hounslow 024D,861414,291644.75,33.857,E09000018,Hounslow
E01002612,Hounslow 024E,332222,42169.303,12.693,E09000018,Hounslow
E01002613,Hounslow 024F,223613,26281.999,11.753,E09000018,Hounslow
E01002614,Hounslow 027D,595755,128091.713,21.501,E09000018,Hounslow
E01002615,Hounslow 026E,949719,215870.05,22.73,E09000018,Hounslow
E01002616,Hounslow 027E,227301,48793.436,21.466,E09000018,Hounslow
E01002617,Hounslow 028D,451205,130821.535,28.994,E09000018,Hounslow
E01002618,Hounslow 011A,230514,18324.734,7.95,E09000018,Hounslow
E01002619,Hounslow 010A,237412,16118.475,6.789,E09000018,Hounslow
E01002620,Hounslow 004A,303915,37883.96,12.465,E09000018,Hounslow
E01002621,Hounslow 011B,283901,33598.721,11.835,E09000018,Hounslow
